"day","date","daily_serop","daily_serop_increment","daily_serop_q025","daily_serop_q975","cases","hosp","death","cum_cases","cum_case_per_capita","daily_case_increment","cum_case_per_capita_q025","cum_case_per_capita_q975","underreporting_factor","daily_underrep_q025","daily_underrep_q975","est_inci_case","est_inci_serop"
72,2021-12-11,0.0254867353933873,0.000207963017573906,0.0106038446378605,0.0403696261489141,4,0,0,298,0.000583684262070316,0.00000783468808148076,-0.00350558429775832,0.00467295282189895,43.6652777016573,41.9001791601481,45.4303762431665,174,106
73,2021-12-12,0.0257022078368351,0.000215472443447787,0.0108193170813083,0.0405850985923618,3,0,0,301,0.000589560278131427,0.00000587601606111059,-0.00349970828169721,0.00467882883796006,43.5955555185918,41.8304569770826,45.3606540601011,130,110
74,2021-12-13,0.0259254199508116,0.000223212113976565,0.0110425291952849,0.0408083107063384,10,0,0,311,0.000609146998335129,0.0000195867202037018,-0.00348012156149351,0.00469841555816376,42.5602030735912,40.795104532082,44.3253016151005,425,113
75,2021-12-14,0.0261566019799729,0.000231182029161239,0.0112737112244461,0.0410394927354996,6,0,0,317,0.00062089903045735,0.0000117520321222212,-0.00346836952937128,0.00471016759028598,42.1269815169563,40.3618829754471,43.8920800584655,252,118
76,2021-12-15,0.0263959841689736,0.000239382189000686,0.0115130934134468,0.0412788749245003,25,0,0,342,0.000669865830966605,0.0000489668005092547,-0.00341940272886203,0.00475913439079524,39.4048822148229,37.6397836733137,41.1699807563322,985,122
77,2021-12-16,0.0266437967624688,0.000247812593495267,0.011760906006942,0.0415266875179956,16,0,0,358,0.000701204583292528,0.000031338752325923,-0.00338806397653611,0.00479047314312116,37.9971799918393,36.23208145033,39.7622785333485,607,126
78,2021-12-17,0.0269002771772967,0.000256480414827912,0.01201738642177,0.0417831679328235,29,0,0,387,0.000758006071883263,0.0000568014885907355,-0.00333126248794537,0.0048472746317119,35.4882080435888,33.7231095020795,37.253306585098,1029,130
79,2021-12-18,0.027165691519024,0.000265414341727298,0.0122828007634973,0.0420485822745508,21,0,0,408,0.000799138184311037,0.0000411321124277741,-0.0032901303755176,0.00488840674413967,33.9937348162689,32.2286362747597,35.7588333577782,713,135
80,2021-12-19,0.0274403130654003,0.000274621546376308,0.0125574223098736,0.0423232038209271,34,0,0,442,0.000865733033003624,0.0000665948486925864,-0.00322353552682501,0.00495500159283226,31.6960448767877,29.9309463352784,33.4611434182969,1077,140
81,2021-12-20,0.0277244150941752,0.000284102028774907,0.0128415243386485,0.042607305849702,27,0,0,469,0.000918617177553619,0.0000528841445499951,-0.00317065138227502,0.00500788573738225,30.1805972842882,28.415498742779,31.9456958257975,814,145
82,2021-12-21,0.0280182708830982,0.000293855788922916,0.0131353801275714,0.0429011616386249,54,0,0,523,0.00102438546665361,0.00010576828909999,-0.00306488309317503,0.00511365402648224,27.3512967483093,25.5861982068001,29.1163952898185,1476,150
83,2021-12-22,0.0283221537099186,0.000303882826820479,0.0134392629543919,0.0432050444654454,62,0,0,585,0.00114582313191656,0.000121437665262952,-0.00294344542791207,0.00523509169174519,24.7177360283743,22.9526374868651,26.4828345698835,1532,155
84,2021-12-23,0.0286363368523864,0.000314183142467783,0.0137534460968596,0.0435192276079132,94,1,0,679,0.00132993830183136,0.000184115169914798,-0.00275933025799728,0.00541920686165999,21.532079204692,19.7669806631828,23.2971777462013,2024,160
85,2021-12-24,0.0289610991961288,0.000324762343742388,0.014078208440602,0.0438439899516556,139,0,0,818,0.00160219371266281,0.000272255410831456,-0.00248707484716582,0.00569146227249145,18.0759036608601,16.3108051193509,19.8410022023693,2512,165
86,2021-12-25,0.0292967420582856,0.000335642862156788,0.0144138513027588,0.0441796328138124,136,1,0,954,0.00186857310743316,0.000266379394770346,-0.00222069545239547,0.00595784166726179,15.6786705008991,13.9135719593898,17.4437690424083,2132,171
87,2021-12-26,0.0296435723638745,0.000346830305588859,0.0147606816083477,0.0445264631194012,125,0,0,1079,0.00211340710997943,0.000244834002546274,-0.0019758614498492,0.00620267566980807,14.0264373219426,12.2613387804334,15.7915358634519,1753,177
88,2021-12-27,0.0300018970379132,0.000358324674038735,0.0151190062823864,0.04488478779344,159,0,0,1238,0.00242483596121829,0.00031142885123886,-0.00166443259861034,0.00651410452104693,12.3727532574367,10.6076547159274,14.1378517989459,1967,182
89,2021-12-28,0.0303720230054196,0.000370125967506449,0.0154891322498929,0.0452549137609464,276,1,0,1514,0.00296542943884047,0.000540593477622172,-0.00112383912098817,0.0070546979986691,10.2420319322437,8.47693339073449,12.007130473753,2826,188
90,2021-12-29,0.0307542571914115,0.000382234185991884,0.0158713664358847,0.0456371479469383,280,1,1,1794,0.00351385760454412,0.000548428165703653,-0.000575410955284515,0.00760312616437275,8.75227759703186,6.98717905552262,10.5173761385411,2450,195
91,2021-12-30,0.0311489065209065,0.000394649329494949,0.0162660157653797,0.0460317972764333,369,4,1,2163,0.00423660758006072,0.0007227499755166,0.000147339020232085,0.00832587613988935,7.35232280362866,5.58722426211943,9.1174213451379,2713,201
92,2021-12-31,0.0315562844126489,0.000407377891742403,0.0166733936571221,0.0464391751681757,521,1,2,2684,0.00525707570267359,0.00102046812261287,0.00116780714284495,0.00934634426250222,6.00263077752529,4.23753223601605,7.76772931903453,3127,207
93,2022-01-01,0.0319767302602896,0.000420445847640769,0.0170938395047629,0.0468596210158164,507,1,0,3191,0.00625012241700127,0.000993046714327686,0.00216085385717264,0.0103393909768299,5.11617663252613,3.35107809101689,6.88127517403537,2593,214
94,2022-01-02,0.0324105899512054,0.000433859690915764,0.0175276991956786,0.0472934807067322,422,0,0,3613,0.00707668200959749,0.00082655959259622,0.00298741344976886,0.0111659505694261,4.57991328524437,2.81481474373513,6.34501182675361,1932,221
95,2022-01-03,0.0328582093727739,0.000447619421568506,0.0179753186172471,0.0477411001283007,439,1,0,4052,0.00793653902654001,0.000859857016942513,0.00384727046671137,0.0120258075863686,4.1401181627023,2.37501962119306,5.90521670421154,1817,228
96,2022-01-04,0.0333199344123724,0.00046172503959846,0.0184370436568456,0.0482028251678992,493,3,2,4545,0.00890216433258251,0.000965625306042503,0.00481289577275387,0.0129914328924111,3.74290264339642,1.97780410188718,5.50800118490566,1845,235
97,2022-01-05,0.0337961109573777,0.000476176545005355,0.018913220201851,0.0486790017129045,439,3,3,4984,0.00976202134952502,0.000859857016942514,0.00567275278969639,0.0138512899093537,3.46199928757809,1.69690074606885,5.22709782908733,1519,243
98,2022-01-06,0.0342870848951674,0.000490973937789678,0.0194041941396406,0.0491699756506942,547,5,1,5531,0.0108334149446675,0.00107139359514249,0.00674414638483888,0.0149226835044961,3.16493784003394,1.3998392985247,4.93003638154318,1731,250
99,2022-01-07,0.0347932125757387,0.000506127680571247,0.0199103218202119,0.0496761033312654,597,3,1,6128,0.0120027421408285,0.001169327196161,0.00791347358099988,0.0160920107006572,2.89877197789546,1.13367343638622,4.6638705194047,1730,258
100,2022-01-08,0.0353148921995698,0.000521679623831137,0.020432001444043,0.0501977829550966,476,2,1,6604,0.0129350700225247,0.000932327881696211,0.00884580146269609,0.0170243385823534,2.730166295047,0.965067753537757,4.49526483655623,1299,266
101,2022-01-09,0.0358525324297588,0.000537640230188971,0.020969641674232,0.0507354231852855,1008,2,1,7612,0.0149094114190579,0.00197434139653315,0.0108201428592292,0.0189986799788865,2.40469133368541,0.639592792176171,4.16978987519465,2423,274
102,2022-01-10,0.036406541929404,0.000554009499645187,0.0215236511738772,0.0512894326849307,684,2,2,8296,0.0162491430809911,0.00133973166193321,0.0121598745211625,0.0203384116408197,2.24052073072049,0.475422189211251,4.00561927222973,1532,282
103,2022-01-11,0.0369773293616035,0.000570787432199564,0.0220944386060767,0.0518602201171303,761,6,1,9057,0.0177396924884928,0.00149054940750171,0.0136504239286642,0.0218289610483214,2.08444026781127,0.319341726302031,3.84953880932051,1586,291
104,2022-01-12,0.0375653033894557,0.000587974027852142,0.0226824126339289,0.0524481941449824,665,1,3,9722,0.019042209382039,0.00130251689354617,0.0149529408222103,0.0231314779418676,1.97273870042034,0.207640158911105,3.73783724192958,1311,300
105,2022-01-13,0.0381708726760587,0.000605569286603047,0.0232879819205319,0.0530537634315855,492,4,2,10214,0.0200058760160611,0.000963666634022132,0.0159166074562325,0.0240951445758897,1.90798306684568,0.142884525336441,3.67308160835492,938,309
106,2022-01-14,0.0387944622781946,0.000623589602135891,0.0239115715226678,0.0536773530337214,313,4,1,10527,0.020618940358437,0.000613064342375871,0.0165296717986083,0.0247082089182656,1.88149641076586,0.116397869256625,3.6465949522751,588,318
107,2022-01-15,0.0394365628273803,0.000642100549185703,0.0245536720718535,0.0543194535829071,372,1,1,10899,0.0213475663500147,0.000728625991577709,0.0172582977901861,0.0254368349098433,1.84735637687118,0.0822578353619432,3.61245491838042,687,327
108,2022-01-16,0.0400976813488169,0.000661118521436591,0.0252147905932901,0.0549805721043437,280,2,0,11179,0.0218959945157183,0.000548428165703652,0.0178067259558897,0.025985263075547,1.83127929265931,0.0661807511500747,3.59637783416855,512,337
109,2022-01-17,0.0407783248677051,0.000680643518888177,0.0258954341121783,0.0556612156232318,274,1,0,11453,0.0224326706492998,0.000536676133581434,0.0183434020894711,0.0265219392091284,1.81780963600863,0.0527110944993898,3.58290817751787,498,347
110,2022-01-18,0.0414790004092457,0.000700675541540643,0.0265961096537189,0.0563618911647725,465,0,2,11918,0.0233434531387719,0.000910782489472139,0.0192541845789433,0.0274327216986005,1.77690079366843,0.0118022521591952,3.54199933517767,826,357
111,2022-01-19,0.0422002149986398,0.000721214589394129,0.0273173242431131,0.0570831057541666,391,5,0,12309,0.0241092938987367,0.000765840759964741,0.020020025338908,0.0281985624585653,1.75037125416813,-0.014727287341104,3.51546979567737,684,368
112,2022-01-20,0.0429424756610881,0.000742260662448258,0.0280595849055613,0.0578253664166149,328,2,1,12637,0.0247517383214181,0.000642444422681424,0.0206624697615894,0.0288410068812467,1.73492766865304,-0.0301708728561938,3.50002621016228,569,378
113,2022-01-21,0.0437063111539501,0.000763835492861978,0.0288234203984233,0.0585892019094768,300,4,1,12937,0.0253393399275291,0.000587601606111057,0.0212500713677005,0.0294286084873578,1.72484016075205,-0.0402583807571935,3.48993870226128,517,389
114,2022-01-22,0.0444923371632192,0.00078602600926915,0.0296094464076924,0.059375227918746,309,6,4,13246,0.0259445695818235,0.000605229654294388,0.0218553010219949,0.0300338381416522,1.71489979908513,-0.050198742424113,3.47999834059436,529,401
115,2022-01-23,0.045301191107048,0.00080885394382877,0.0304183003515212,0.0601840818625748,352,1,0,13598,0.0266340221329938,0.000689452551170307,0.0225447535731652,0.0307232906928225,1.70087682892362,-0.064221712585621,3.46597537043286,598,412
116,2022-01-24,0.0461335104035883,0.000832319296540304,0.0312506196480615,0.0610164011591151,289,1,1,13887,0.0272000783468808,0.000566056213886983,0.0231108097870522,0.0312893469067094,1.69608005591935,-0.0690184855898892,3.46117859742859,490,424
117,2022-01-25,0.0469899324709925,0.000856422067404251,0.0321070417154658,0.0618728232265193,277,3,3,14164,0.0277426304965234,0.000542552149642543,0.0236533619366947,0.031831899056352,1.69378071329181,-0.0713178282174252,3.45887925480105,469,437
118,2022-01-26,0.0478710947274128,0.000881162256420299,0.0329882039718861,0.0627539854829396,378,2,1,14542,0.0284830085202233,0.000740378023699931,0.0243937399603947,0.0325722770800519,1.68068954841704,-0.0844089930921963,3.44578808992628,635,449
119,2022-01-27,0.0487776345910013,0.000906539863588463,0.0338947438354745,0.0636605253465281,323,4,1,14865,0.0291156595828029,0.000632651062579571,0.0250263910229742,0.0332049281426315,1.67530584193984,-0.0897926995693987,3.44040438344908,541,462
120,2022-01-28,0.0497102127729449,0.000932578181943623,0.0348273220174182,0.0645931035284717,218,3,2,15083,0.0295426500832436,0.000426990500440701,0.0254533815234149,0.0336319186430722,1.68265922768859,-0.0824393138206465,3.44775776919783,366,476
121,2022-01-29,0.0506695831565689,0.000959370383623939,0.0357866924010421,0.0655524739120956,181,2,3,15264,0.0298971697189306,0.000354519635687004,0.0258079011591019,0.0339864382787592,1.69479531450382,-0.0703032270054234,3.45989385601305,306,489
122,2022-01-30,0.0516565229182331,0.000986939761664245,0.0367736321627063,0.0665394136737599,215,2,0,15479,0.0303182842033102,0.000421114484379589,0.0262290156434815,0.0344075527631388,1.70380759583332,-0.0612909456759212,3.46890613734256,366,503
123,2022-01-31,0.0526718092342976,0.00101528631606445,0.0377889184787708,0.0675546999898243,161,5,1,15640,0.0306336303985898,0.000315346195279603,0.0265443618387611,0.0347228989584184,1.71941126627689,-0.0456872752323445,3.48450980778613,276,518
124,2022-02-01,0.0537162192811222,0.0010444100468246,0.0388333285255954,0.0685991100366489,232,2,1,15872,0.0310880423073156,0.000454411908725885,0.026998773747487,0.0351773108671443,1.72787397643504,-0.0372245650742007,3.49297251794428,400,533
125,2022-02-02,0.0547905302350668,0.00107431095394463,0.03990763947954,0.0696734209905936,212,2,1,16084,0.0315032807756341,0.00041523846831848,0.0274140122158055,0.0355925493354628,1.73920077166833,-0.0258977698409126,3.50429931317756,368,548
126,2022-02-03,0.0558955192724915,0.00110498903742472,0.0410126285169648,0.0707784100280183,226,1,3,16310,0.0319459406522378,0.000442659876603663,0.0278566720924091,0.0360352092120664,1.74969082554081,-0.0154077159684325,3.51478936705004,395,564
127,2022-02-04,0.0570319817571726,0.00113646248468106,0.0421490910016458,0.0719148725126994,268,1,0,16578,0.032470864753697,0.000524924101459212,0.0283815961938684,0.0365601333135256,1.75640477054678,-0.00869377096246193,3.52150331205602,470,580
128,2022-02-05,0.058200785802552,0.00116880404537944,0.0433178950470253,0.0730836765580788,71,2,0,16649,0.0326099304671433,0.000139065713446282,0.0285206619073146,0.0366991990269719,1.78475651339377,0.0196579718845351,3.54985505490301,126,596
129,2022-02-06,0.0594028177094885,0.00120203190693642,0.0445199269539617,0.0742857084650152,188,2,1,16837,0.0329781608069729,0.000368230339829592,0.0288888922471442,0.0370674293668015,1.80127745926111,0.0361789177518728,3.56637600077035,338,613
130,2022-02-07,0.0606389637788402,0.00123614606935172,0.0457560730233134,0.0755218545343669,162,0,0,16999,0.0332954656742728,0.000317304867299972,0.0292061971144442,0.0373847342341015,1.82123789383416,0.0561393523249192,3.5863364353434,295,631
131,2022-02-08,0.0619101103114657,0.00127114653262553,0.0470272195559389,0.0767930010669925,300,3,3,17299,0.0338830672803839,0.000587601606111057,0.0297937987205553,0.0379723358402125,1.82716959474645,0.06207105323721,3.59226813625569,548,648
132,2022-02-09,0.0632171436082238,0.00130703329675805,0.048334252852697,0.0781000343637505,204,3,1,17503,0.0342826363725394,0.000399569092155522,0.0301933678127108,0.0383719049323681,1.84399889557097,0.0789003540617284,3.60909743708021,376,667
133,2022-02-10,0.0645609499699725,0.00134380636174879,0.0496780592144458,0.0794438407254993,292,2,1,17795,0.0348545686024875,0.000571932229948093,0.0307653000426589,0.0389438371623161,1.85229519568247,0.0871966541732272,3.6173937371917,540,686
134,2022-02-11,0.0659424203134586,0.00138147034348607,0.0510595295579318,0.0808253110689854,205,2,0,18000,0.0352560963666634,0.000401527764175888,0.0311668278068348,0.039345364926492,1.87038348283535,0.105284941326111,3.63548202434459,383,705
135,2022-02-12,0.0673624640189802,0.00142004370552162,0.0524795732634535,0.082245354774507,265,6,2,18265,0.0357751444520615,0.000519048085398099,0.0316858758922329,0.0398644130118901,1.88294037803944,0.117841836530201,3.64803891954868,498,725
136,2022-02-13,0.0688219950827237,0.00145953106374343,0.0539391043271969,0.0837048858382504,167,1,0,18432,0.0361022426794633,0.000327098227401824,0.0320129741196347,0.040191511239292,1.90630802894339,0.141209487434151,3.67140657045263,318,745
137,2022-02-14,0.0703219275008751,0.00149993241815148,0.0554390367453484,0.0852048182564019,181,1,0,18613,0.0364567623151503,0.000354519635687001,0.0323674937553217,0.040546030874979,1.92891312983247,0.163814588323234,3.69401167134171,349,765
138,2022-02-15,0.071863175269621,0.00154124776874583,0.0569802845140942,0.0867460660251477,169,1,1,18782,0.0367877778865929,0.000331015571442564,0.0326985093267643,0.0408770464464215,1.95345246160712,0.188353920097884,3.71855100311636,330,786
139,2022-02-16,0.0734466523851473,0.00158347711552637,0.0585637616296206,0.0883295431406741,306,2,1,19088,0.0373871315248262,0.000599353638233276,0.0332978629649975,0.0414764000846548,1.9644901705384,0.199391629029161,3.72958871204764,601,808
140,2022-02-17,0.0750732728436405,0.00162662045849318,0.0601903820881137,0.0899561635991673,231,5,1,19319,0.0378395847615317,0.000452453236705515,0.033750316201703,0.0419288533213603,1.98398775559401,0.218889214084771,3.74908629710325,458,830
141,2022-02-18,0.0767439331065967,0.00167066026295619,0.0618610423510699,0.0916268238621235,238,2,0,19557,0.0383057487023798,0.000466163940848106,0.0342164801425512,0.0423950172622084,2.00345733228885,0.238358790779607,3.76855587379808,476,852
142,2022-02-19,0.0784594594967514,0.00171552639015467,0.0635765687412246,0.0933423502522781,191,0,0,19748,0.0386798550582705,0.000374106355890705,0.0345905864984419,0.0427691236180991,2.02843209672202,0.263333555212779,3.79353063823126,387,875
143,2022-02-20,0.08022066080215,0.00176120130539863,0.0653377700466232,0.0951035515576768,268,3,2,20016,0.0392047791597297,0.000524924101459212,0.0351155105999011,0.0432940477195583,2.0461959618574,0.28109742034816,3.81129450336664,548,899
144,2022-02-21,0.0820283458108382,0.00180768500868822,0.0671454550553114,0.096911236566365,181,3,0,20197,0.0395592987954167,0.000354519635687001,0.0354700302355881,0.0436485673552453,2.07355408990065,0.308455548391413,3.83865263140989,375,922
145,2022-02-22,0.0838833233108613,0.00185497750002304,0.0690004325553345,0.098766214066388,291,3,1,20488,0.0401292723533444,0.000569973557927726,0.0360400037935158,0.0442185409131731,2.0903275437505,0.32522900224126,3.85542608525974,608,947
146,2022-02-23,0.0857864020902648,0.00190307877940349,0.070903511334738,0.100669292845792,262,3,3,20750,0.0406424444226814,0.000513172069336994,0.0365531758628528,0.0447317129825101,2.11075891986432,0.345660378355083,3.87585746137356,553,971
147,2022-02-24,0.0877383909370941,0.0019519888468293,0.0728555001815673,0.102621281692621,343,3,2,21093,0.0413142689256684,0.000671824502986973,0.0372250003658398,0.045403537485497,2.12368252467327,0.358583983164036,3.88878106618251,728,996
148,2022-02-25,0.0897400523916529,0.00200166145455888,0.0748571616361262,0.10462294314718,309,1,1,21402,0.0419194985799628,0.000605229654294388,0.0378302300201342,0.0460087671397914,2.14077113113533,0.375672589626095,3.90586967264457,661,1021
149,2022-02-26,0.0917919640032779,0.00205191161162493,0.0769090732477511,0.106674854758805,233,1,0,21635,0.042375869160709,0.000456370580746254,0.0382866006008804,0.0464651377205377,2.16613761136462,0.401039069855379,3.93123615287386,504,1047
150,2022-02-27,0.0938946570735636,0.00210269307028578,0.0790117663180369,0.10877754782909,272,2,2,21907,0.0429086279502497,0.000532758789540691,0.0388193593904211,0.0469978965100784,2.18824654991135,0.42314800840211,3.95334509142059,595,1073
151,2022-02-28,0.0960486629041051,0.00215400583054141,0.0811657721485783,0.110931553659632,345,2,1,22252,0.0435843697972774,0.000675741847027712,0.0394951012374488,0.0476736383571061,2.20374100510924,0.438642463600003,3.96883954661848,760,1099
152,2022-03-01,0.0982545127964968,0.00220584989239174,0.08337162204097,0.113137403552024,384,3,1,22636,0.0443364998530996,0.000752130055822156,0.040247231293271,0.0484257684129282,2.21610891978492,0.451010378275681,3.98120746129416,850,1126
153,2022-03-02,0.100512738052334,0.00225822525583694,0.085629847296807,0.115395628807861,406,2,1,23042,0.0451317206933699,0.000795220840270297,0.0410424521335413,0.0492209892531985,2.22709740528682,0.461998863777585,3.99219594679606,904,1152
154,2022-03-03,0.102823869973211,0.00231113192087681,0.0879409792176838,0.117706760728737,501,5,1,23543,0.0461130153755754,0.000981294682205466,0.0420237468157467,0.050202283935404,2.22982316675116,0.464724625241925,3.9949217082604,1117,1179
155,2022-03-04,0.105188362747569,0.00236449277435799,0.0903054719920418,0.120071253503095,464,5,1,24007,0.0470218391930271,0.000908823817451762,0.0429325706331985,0.0511111077528558,2.23701081354485,0.471912272035608,4.00210935505408,1037,1207
156,2022-03-05,0.107606362111235,0.00241799936366638,0.0927234713557081,0.122489252866762,371,5,1,24378,0.0477485065125845,0.000726667319557346,0.0436592379527558,0.0518377750724131,2.25360686585819,0.488508324348953,4.01870540736743,836,1234
157,2022-03-06,0.110077936686883,0.00247157457564853,0.0951950459313567,0.12496082744241,387,2,2,24765,0.0485065125844677,0.000758006071883262,0.0444172440246391,0.0525957811442964,2.26934345146329,0.50424490995405,4.03444199297253,878,1261
158,2022-03-07,0.112603155097188,0.00252521841030456,0.0977202643416612,0.127486045852715,420,5,0,25185,0.0493291548330232,0.00082264224855548,0.0452398862731946,0.0534184233928518,2.28268972939723,0.517591187887996,4.04778827090647,958,1289
159,2022-03-08,0.115182085964822,0.00257893086763428,0.100299195209296,0.130064976720349,660,3,1,25845,0.0506218783664675,0.00129272353344432,0.0465326098066389,0.0547111469262962,2.27534199997446,0.510243458465226,4.0404405414837,1501,1316
160,2022-03-09,0.11781479791246,0.00263271194763766,0.102931907156933,0.132697688667987,649,6,1,26494,0.0518930565076878,0.00127117814122026,0.0478037879478592,0.0559823250675164,2.27033838130167,0.505239839792431,4.03543692281091,1473,1344
161,2022-03-10,0.120501359562775,0.00268656165031489,0.105618468807248,0.135384250318302,584,2,2,27078,0.053036920967584,0.00114386445989619,0.0489476524077553,0.0571261895274126,2.27202781316104,0.506929271651803,4.03712635467028,1326,1371
162,2022-03-11,0.123241736082389,0.00274037651961424,0.108358845326862,0.138124626837916,611,7,3,27689,0.0542336695720302,0.00119674860444619,0.0501444010122015,0.0583229381318588,2.2724211187426,0.507322577233358,4.03751966025184,1388,1399
163,2022-03-12,0.126035478813718,0.00279374273132857,0.111152588058191,0.140918369569244,348,4,2,28037,0.054915287435119,0.000681617863088825,0.0508260188752904,0.0590045559949476,2.29508912181558,0.529990580306346,4.06018766332482,798,1426
164,2022-03-13,0.128882035643124,0.00284655682940624,0.113999144887597,0.143764926398651,438,6,2,28475,0.0557731857800411,0.000857898344922142,0.0516839172202125,0.0598624543398698,2.310824347589,0.545725806079766,4.07592288909824,1012,1453
165,2022-03-14,0.131780854456971,0.00289881881384724,0.116897963701444,0.146663745212498,500,1,1,28975,0.0567525217902262,0.000979336010185093,0.0526632532303976,0.0608417903500549,2.32202641045752,0.55692786894828,4.08712495196676,1161,1479
166,2022-03-15,0.134731383141623,0.00295052868465162,0.119848492386096,0.14961427389715,602,12,7,29577,0.0579316423464891,0.00117912055626285,0.0538423737866604,0.0620209109063177,2.32569590096884,0.560597359459605,4.09079444247808,1400,1506
167,2022-03-16,0.137733069583442,0.00300168644181925,0.122850178827915,0.152615960338969,574,3,4,30151,0.0590559200861816,0.00112427773969249,0.0549666515263529,0.0631451886460102,2.33224830605374,0.567149764544501,4.09734684756298,1338,1532
168,2022-03-17,0.140785361668792,0.00305229208535046,0.125902470913266,0.155668252424319,635,4,1,30786,0.0602996768191166,0.00124375673293507,0.056210408259288,0.0643889453789453,2.33476146300273,0.56966292149349,4.09986000451197,1482,1558
169,2022-03-18,0.143887590086383,0.00310222841759006,0.129004699330856,0.158770480841909,499,9,3,31285,0.0612770541572814,0.000977377338164727,0.0571877855974527,0.06536632271711,2.34814796607328,0.583049424564042,4.11324650758252,1171,1583
170,2022-03-19,0.147038616734303,0.00315102664792016,0.132155725978776,0.161921507489829,344,5,2,31629,0.0619508373322887,0.000673783175007339,0.0578615687724601,0.0660401058921173,2.37347262871726,0.608374087208022,4.1385711702265,816,1608
171,2022-03-20,0.150237186312988,0.00319856957868567,0.135354295557462,0.165120077068515,378,8,5,32007,0.0626912153559886,0.000740378023699931,0.05860194679616,0.0667804839158173,2.39646313219284,0.631364590683601,4.16156167370208,905,1633
172,2022-03-21,0.153482043522875,0.00324485720988676,0.138599152767348,0.168364934278402,178,1,1,32185,0.0630398589756145,0.000348643619625902,0.0589505904157859,0.0671291275354432,2.43468253287568,0.669583991366445,4.19978107438492,433,1656
173,2022-03-22,0.156771933064399,0.00328988954152359,0.141889042308872,0.171654823819925,444,11,6,32629,0.0639095093526589,0.000869650377044354,0.0598202407928303,0.0679987779124875,2.45302983315544,0.687931291646199,4.21812837466468,1089,1679
174,2022-03-23,0.160105599637995,0.00333366657359604,0.145222708882468,0.174988490393522,396,6,4,33025,0.0646851434727255,0.000775634120066607,0.0605958749128969,0.0687744120325541,2.47515257820373,0.710054036694493,4.24025111971297,980,1702
175,2022-03-24,0.163481787944099,0.00337618830610403,0.148598897188572,0.178364678699626,476,8,3,33501,0.0656174713544217,0.000932327881696199,0.0615282027945931,0.0697067399142503,2.4914368775517,0.726338336042466,4.25653541906094,1185,1723
176,2022-03-25,0.16689913200864,0.00341734406454086,0.152016241253113,0.181782022764166,412,4,2,33913,0.0664244442268142,0.000806972872392522,0.0623351756669856,0.0705137127866429,2.5126161603813,0.74751761887206,4.27771470189054,1035,1744
177,2022-03-26,0.17035582315952,0.00345669115088049,0.155472932403993,0.185238713915047,418,3,2,34331,0.067243169131329,0.000818724904514734,0.0631539005715003,0.0713324376911576,2.53342942279843,0.768330881289194,4.29852796430767,1058,1764
